,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51
1987,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,50.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,54.0,50.0,53.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,53.0,51.0,53.0,50.0,54.0,52.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0
1988,53.0,53.0,51.0,54.0,51.0,52.0,52.0,52.0,55.0,51.0,54.0,53.0,53.0,50.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,51.0,53.0,51.0,51.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,51.0,50.0,52.0,51.0,51.0,54.0,52.0,53.0
1989,52.0,53.0,55.0,53.0,51.0,51.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,53.0,52.0,55.0,51.0,51.0,49.0,50.0,51.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,54.0,51.0,54.0,55.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,52.0
1990,50.0,53.0,53.0,52.0,55.0,52.0,54.0,53.0,53.0,51.0,52.0,53.0,51.0,55.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,51.0,52.0,55.0,55.0,52.0,54.0,53.0,53.0,51.0,52.0,50.0,52.0,55.0,50.0,55.0,54.0
1991,50.0,53.0,53.0,53.0,51.0,50.0,52.0,50.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,50.0,54.0,51.0,51.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,50.0,52.0,50.0,52.0,54.0,53.0,53.0,54.0,54.0,51.0,54.0,55.0,52.0,51.0,51.0,52.0,53.0,51.0,50.0,51.0,53.0
1992,51.0,52.0,52.0,51.0,50.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,52.0,50.0,51.0,52.0,55.0,51.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,49.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,51.0,54.0,53.0,54.0,51.0,51.0,53.0,52.0,50.0,51.0,52.0,52.0
1993,53.0,51.0,53.0,53.0,51.0,52.0,50.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,53.0,54.0,54.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,56.0,50.0,53.0,53.0,55.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0
1994,51.0,52.0,53.0,52.0,51.0,52.0,53.0,54.0,53.0,53.0,50.0,53.0,51.0,57.0,54.0,54.0,51.0,51.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,54.0,52.0,51.0,53.0,54.0,51.0,52.0,55.0,51.0,53.0,51.0,52.0,51.0,53.0
1995,51.0,50.0,51.0,53.0,52.0,51.0,54.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,52.0,51.0,54.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,55.0,51.0,51.0,53.0
1996,48.0,52.0,52.0,53.0,52.0,51.0,54.0,50.0,53.0,53.0,53.0,53.0,54.0,50.0,53.0,51.0,52.0,52.0,53.0,51.0,54.0,52.0,50.0,53.0,52.0,53.0,55.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0,53.0,49.0,51.0
1997,51.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,54.0,51.0,51.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,52.0,51.0,51.0,54.0,54.0,53.0,53.0,55.0,51.0
1998,52.0,54.0,52.0,51.0,50.0,53.0,50.0,53.0,52.0,54.0,54.0,52.0,54.0,52.0,53.0,51.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,54.0,54.0,50.0,53.0,53.0,50.0,51.0,55.0,53.0
1999,51.0,50.0,51.0,52.0,51.0,53.0,54.0,51.0,53.0,50.0,53.0,54.0,50.0,48.0,53.0,51.0,54.0,49.0,53.0,53.0,52.0,51.0,51.0,49.0,52.0,52.0,56.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,50.0,52.0,55.0,52.0,54.0,52.0,53.0,50.0,53.0
2000,52.0,51.0,53.0,52.0,51.0,51.0,54.0,51.0,53.0,54.0,52.0,54.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,51.0,43.0,53.0,53.0,51.0,53.0,54.0,50.0,53.0,52.0,52.0,50.0,52.0,51.0,54.0,51.0,54.0,55.0,51.0,53.0,52.0
2001,52.0,53.0,52.0,52.0,53.0,54.0,51.0,53.0,54.0,54.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,51.0,54.0,53.0,52.0,52.0,-34.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,56.0,52.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,53.0,52.0
2002,51.0,51.0,50.0,51.0,53.0,51.0,54.0,52.0,54.0,51.0,54.0,52.0,51.0,49.0,53.0,52.0,53.0,52.0,51.0,55.0,52.0,52.0,52.0,52.0,50.0,50.0,52.0,53.0,52.0,51.0,50.0,50.0,-127.0,52.0,52.0,52.0,54.0,52.0,54.0,55.0,52.0,51.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,54.0,52.0
2003,53.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,53.0,53.0,54.0,51.0,49.0,52.0,52.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0,53.0,50.0,53.0,51.0,55.0,52.0,53.0,50.0,52.0,-110.0,52.0,53.0,53.0,52.0,55.0,54.0,54.0,51.0,54.0,51.0,53.0,51.0,50.0,50.0,54.0,52.0,52.0,52.0,54.0
2004,51.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,55.0,52.0,55.0,50.0,53.0,53.0,49.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,54.0,53.0,52.0,52.0,53.0,52.0,51.0,-12.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,53.0,55.0,50.0,54.0,52.0,52.0,52.0,54.0
2005,52.0,52.0,51.0,52.0,52.0,52.0,49.0,55.0,50.0,53.0,53.0,52.0,54.0,53.0,54.0,55.0,54.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,51.0,52.0,51.0,51.0,52.0,51.0,52.0,53.0,31.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0,51.0,52.0,52.0,52.0
2006,53.0,53.0,53.0,52.0,51.0,55.0,53.0,52.0,55.0,55.0,55.0,52.0,54.0,50.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0,38.0,51.0,54.0,55.0,52.0,55.0,53.0,51.0,50.0,53.0,53.0,53.0,51.0,53.0,55.0,52.0,51.0,55.0,52.0,53.0
2007,52.0,51.0,53.0,51.0,54.0,53.0,55.0,53.0,53.0,52.0,53.0,52.0,52.0,49.0,53.0,51.0,54.0,51.0,51.0,54.0,53.0,52.0,54.0,51.0,52.0,51.0,53.0,51.0,55.0,53.0,52.0,53.0,45.0,50.0,55.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,51.0,54.0,52.0,54.0,51.0,53.0,52.0,54.0,52.0,51.0
2008,54.0,51.0,54.0,53.0,56.0,53.0,51.0,53.0,51.0,51.0,52.0,53.0,52.0,56.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,51.0,53.0
2009,53.0,53.0,55.0,52.0,54.0,54.0,50.0,52.0,52.0,53.0,54.0,54.0,51.0,56.0,52.0,51.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,53.0,41.0,50.0,52.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,54.0,53.0,52.0,53.0
2010,54.0,52.0,52.0,51.0,55.0,52.0,54.0,52.0,53.0,54.0,54.0,51.0,50.0,48.0,52.0,51.0,56.0,52.0,51.0,53.0,53.0,54.0,52.0,53.0,50.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,37.0,50.0,52.0,52.0,53.0,54.0,52.0,53.0,50.0,53.0,53.0,52.0,53.0,51.0,51.0,51.0,53.0,53.0,56.0,53.0
2011,52.0,52.0,52.0,50.0,55.0,53.0,54.0,53.0,52.0,52.0,49.0,53.0,54.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,52.0,49.0,51.0,51.0,52.0,53.0,50.0,54.0,52.0,53.0,52.0,53.0,45.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,55.0,52.0,54.0
2012,52.0,51.0,51.0,50.0,54.0,52.0,49.0,53.0,53.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,55.0,52.0,50.0,50.0,51.0,54.0,54.0,53.0,51.0,51.0,47.0,52.0,54.0,52.0,53.0,55.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,55.0,52.0,51.0,53.0
2013,53.0,52.0,54.0,52.0,52.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,55.0,51.0,52.0,50.0,52.0,52.0,48.0,52.0,53.0,50.0,53.0,53.0,51.0,53.0,51.0,55.0,52.0,51.0,52.0,53.0,54.0,55.0,53.0,53.0,52.0,53.0
2014,51.0,53.0,53.0,51.0,52.0,53.0,56.0,53.0,52.0,53.0,53.0,52.0,53.0,50.0,53.0,54.0,52.0,51.0,53.0,54.0,54.0,52.0,53.0,52.0,50.0,52.0,52.0,53.0,53.0,50.0,52.0,54.0,52.0,52.0,55.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0
2015,55.0,53.0,53.0,54.0,52.0,50.0,51.0,54.0,52.0,53.0,52.0,50.0,53.0,52.0,55.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,49.0,52.0,52.0,52.0,53.0,52.0,55.0,51.0,49.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,50.0,52.0,53.0,53.0,53.0
2016,52.0,53.0,54.0,51.0,52.0,51.0,50.0,51.0,54.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,50.0,51.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,52.0,49.0,54.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,54.0,51.0,52.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0
2017,53.0,53.0,50.0,52.0,53.0,51.0,55.0,53.0,52.0,52.0,54.0,52.0,51.0,54.0,54.0,54.0,53.0,50.0,53.0,52.0,52.0,53.0,54.0,51.0,51.0,53.0,51.0,51.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,55.0,54.0,53.0,52.0,55.0,53.0,51.0,54.0,54.0,53.0,52.0,54.0,51.0,52.0,54.0
2018,52.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,55.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,50.0,52.0,54.0,52.0,52.0,52.0,52.0,55.0,51.0,51.0,50.0,52.0,53.0,51.0,53.0,55.0,54.0,55.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,54.0,52.0,49.0,54.0,52.0,55.0
2019,54.0,53.0,55.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,51.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,52.0,52.0,54.0,53.0,54.0,51.0,53.0,55.0,54.0,52.0,51.0,54.0,52.0
2020,52.0,51.0,51.0,53.0,51.0,51.0,49.0,53.0,51.0,52.0,55.0,51.0,51.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,54.0,52.0,55.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,51.0,53.0,54.0
2021,50.0,52.0,52.0,52.0,50.0,54.0,52.0,55.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,55.0,55.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,51.0,54.0,55.0,50.0,53.0,55.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,54.0,53.0,54.0,52.0,53.0,50.0,53.0
2022,51.0,54.0,53.0,51.0,52.0,53.0,56.0,52.0,54.0,52.0,52.0,51.0,52.0,50.0,53.0,53.0,54.0,52.0,52.0,52.0,50.0,53.0,56.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,54.0,54.0,52.0,49.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,55.0,52.0,51.0,52.0,54.0
2023,53.0,52.0,54.0,52.0,51.0,52.0,50.0,53.0,54.0,50.0,51.0,54.0,53.0,52.0,51.0,51.0,51.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,52.0,51.0,53.0,54.0,50.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0
2024,51.0,51.0,53.0,50.0,50.0,51.0,51.0,52.0,52.0,52.0,51.0,53.0,51.0,52.0,51.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,51.0,51.0,50.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0
2025,54.0,54.0,50.0,53.0,52.0,50.0,56.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,53.0,54.0,54.0,53.0,52.0,53.0,50.0,49.0,54.0,51.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,54.0,53.0,53.0,51.0,51.0,53.0,52.0
2026,54.0,51.0,53.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,55.0,52.0,50.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,53.0,51.0,54.0,52.0,50.0,51.0,48.0,54.0,52.0,54.0,52.0,50.0,52.0,48.0,52.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,54.0,52.0,51.0,51.0
2027,54.0,53.0,53.0,51.0,53.0,53.0,49.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,55.0,55.0,54.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,55.0,52.0,52.0,51.0,54.0,53.0,55.0,53.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,54.0,55.0
2028,51.0,53.0,53.0,53.0,51.0,53.0,51.0,50.0,52.0,53.0,53.0,51.0,52.0,49.0,51.0,53.0,53.0,53.0,55.0,52.0,52.0,52.0,54.0,53.0,52.0,50.0,53.0,53.0,50.0,50.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,51.0,52.0,54.0,53.0,49.0,53.0,50.0,54.0,52.0,54.0,51.0,54.0
2029,51.0,53.0,52.0,50.0,50.0,53.0,54.0,51.0,54.0,52.0,52.0,54.0,51.0,51.0,54.0,52.0,51.0,51.0,54.0,52.0,55.0,53.0,52.0,54.0,51.0,54.0,53.0,53.0,51.0,54.0,52.0,54.0,52.0,54.0,52.0,51.0,50.0,54.0,51.0,50.0,54.0,51.0,52.0,51.0,49.0,55.0,52.0,52.0,53.0,51.0,52.0,53.0
2030,53.0,53.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0,54.0,54.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,49.0,53.0,55.0,53.0,52.0,55.0,52.0,50.0,54.0,53.0,53.0,51.0,51.0,54.0,52.0,50.0,53.0,52.0,51.0,54.0
2031,50.0,53.0,54.0,53.0,50.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,50.0,51.0,50.0,52.0,53.0,50.0,54.0,52.0,53.0,52.0,52.0,52.0,50.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,50.0,56.0,51.0,54.0,54.0,54.0,50.0,54.0,55.0,54.0,51.0,54.0,51.0,53.0
2032,50.0,52.0,52.0,51.0,50.0,52.0,53.0,52.0,52.0,54.0,55.0,51.0,51.0,47.0,53.0,51.0,53.0,49.0,52.0,51.0,50.0,53.0,54.0,52.0,50.0,53.0,52.0,53.0,54.0,53.0,52.0,49.0,52.0,52.0,54.0,52.0,54.0,53.0,54.0,56.0,52.0,52.0,51.0,55.0,55.0,53.0,52.0,54.0,53.0,53.0,50.0,54.0
2033,52.0,54.0,55.0,50.0,50.0,53.0,54.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,54.0,51.0,53.0,53.0,49.0,53.0,53.0,52.0,52.0
2034,51.0,53.0,51.0,51.0,52.0,54.0,54.0,51.0,53.0,52.0,51.0,52.0,53.0,56.0,52.0,55.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,55.0,51.0,52.0,53.0,53.0
2035,52.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,55.0,51.0,52.0,55.0,53.0,51.0,54.0,53.0,50.0,52.0,53.0,53.0,50.0,52.0,52.0,50.0,52.0,51.0,54.0,51.0,53.0,52.0,53.0,54.0,55.0,53.0,54.0,55.0,54.0,56.0,52.0,52.0,51.0,51.0,52.0,55.0,52.0,52.0,54.0,52.0
2036,54.0,55.0,52.0,51.0,51.0,54.0,56.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,51.0,54.0,52.0,51.0,52.0,52.0,52.0,51.0,50.0,54.0,50.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,50.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0
2037,52.0,52.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,54.0,51.0,51.0,55.0,52.0,53.0,52.0,53.0,53.0,50.0,53.0,51.0,54.0,53.0,52.0,50.0,52.0,54.0,53.0,52.0,54.0,55.0,50.0,53.0,53.0,52.0,53.0,55.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0
2038,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,51.0,49.0,52.0,51.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0
2039,53.0,53.0,53.0,51.0,53.0,52.0,54.0,55.0,52.0,53.0,52.0,54.0,52.0,50.0,52.0,55.0,52.0,52.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0
2040,53.0,52.0,53.0,51.0,54.0,50.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,55.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,54.0,51.0,52.0,53.0,55.0,52.0,50.0,50.0,54.0,52.0,54.0,54.0,53.0,54.0,51.0,52.0,51.0,53.0,53.0
2041,52.0,52.0,53.0,51.0,55.0,53.0,47.0,53.0,54.0,53.0,50.0,53.0,53.0,58.0,54.0,51.0,52.0,51.0,53.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,52.0,53.0,50.0,55.0,51.0,54.0,54.0,54.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0
2042,52.0,53.0,52.0,51.0,54.0,51.0,48.0,55.0,52.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,51.0,51.0,52.0,53.0,54.0,52.0,50.0,52.0,54.0,52.0,53.0,49.0,52.0,55.0,53.0,57.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,55.0,53.0,56.0,54.0
2043,52.0,54.0,53.0,52.0,52.0,51.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,50.0,52.0,55.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,54.0,53.0,52.0,53.0,51.0,54.0,54.0,52.0,53.0,52.0,54.0
2044,51.0,50.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,52.0,57.0,51.0,54.0,53.0,52.0,49.0,54.0,54.0,51.0,50.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,51.0,54.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0
2045,52.0,52.0,52.0,54.0,53.0,52.0,47.0,53.0,53.0,52.0,51.0,54.0,53.0,55.0,50.0,52.0,54.0,51.0,51.0,53.0,53.0,51.0,53.0,50.0,54.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,56.0,54.0,54.0,52.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0
2046,51.0,54.0,54.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,55.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,50.0,51.0,52.0,52.0,53.0,51.0,55.0,52.0,52.0,52.0,52.0,53.0,49.0,54.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0,50.0,52.0,53.0
2047,52.0,52.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,50.0,52.0,54.0,55.0,50.0,50.0,51.0,52.0,51.0,55.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,50.0,53.0,54.0,51.0,53.0,53.0,55.0,52.0,51.0,53.0,54.0,51.0,51.0,53.0,52.0,54.0,53.0,53.0,51.0,53.0
2048,52.0,52.0,53.0,51.0,50.0,53.0,50.0,53.0,54.0,52.0,51.0,53.0,54.0,56.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,56.0,53.0,53.0,52.0,53.0,52.0,49.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,55.0,51.0,53.0,54.0,52.0,50.0,54.0,52.0,52.0,54.0,52.0,53.0
2049,50.0,52.0,52.0,52.0,52.0,53.0,50.0,52.0,54.0,52.0,53.0,53.0,53.0,54.0,55.0,49.0,54.0,53.0,51.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,51.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0
2050,52.0,52.0,52.0,54.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,56.0,54.0,49.0,51.0,54.0,54.0,52.0,53.0,51.0,52.0,51.0,51.0,51.0,54.0,52.0,54.0,54.0,50.0,52.0,52.0,54.0,51.0,52.0,52.0,50.0,52.0,55.0,53.0,54.0,51.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,54.0
2051,52.0,54.0,53.0,53.0,51.0,53.0,54.0,52.0,55.0,53.0,52.0,55.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,51.0,53.0,50.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,52.0,55.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,50.0
